State,city_name,city_type,county,percent_completed_hs,poverty_rate,Median Income,Lat,Lng
NM,Clayton,town,,74.8,20.1,32279,36.451693,-103.1841039
NM,Cliff,CDP,,100,33.5,,32.9634373,-108.6135032
NM,Cloudcroft,village,,92.9,19.4,40417,32.9573133,-105.7424855
NM,Clovis,city,,81.8,22.2,40721,34.4047987,-103.2052272
NM,Cobre,CDP,,100,0,-,32.7801479,-108.10923
NM,Cochiti,CDP,,95.5,14.8,38750,35.60892,-106.3503042
NM,Cochiti Lake,CDP,,95.7,9.2,53967,35.6480855,-106.3375267
NM,Columbus,village,,39.1,54.1,16192,31.8276002,-107.6400232
NM,Conchas Dam,CDP,,100,23.2,-,35.4028261,-104.1899762
NM,Cordova,CDP,,66.2,18,20915,36.0072472,-105.8605749
NM,Corona,village,,94.4,19.7,50536,34.2509071,-105.5966686
NM,Corrales,village,,94.3,7.1,80801,35.2378197,-106.6066926
NM,Costilla,CDP,,45,0,-,36.9758552,-105.5311205
NM,Cotton City,CDP,,50,36.6,33167,32.0884202,-108.8792236
NM,Coyote,CDP,,94.8,0,,36.1675174,-106.6164252
NM,Crownpoint,CDP,,82.5,31.6,39250,35.6780769,-108.1511785
NM,Cruzville,CDP,,89.6,0,,33.8072758,-108.6653406
NM,Crystal,CDP,,88.1,33.8,33333,36.0458424,-108.9662046
NM,Cuartelez,CDP,,93.2,10.4,,35.991363,-106.0156822
NM,Cuba,village,,81.4,27.4,38594,36.0222403,-106.9583721
NM,Cubero,CDP,,78.8,0,32005,35.0858748,-107.5181051
NM,Cundiyo,CDP,,27.3,0,-,35.9591921,-105.8964091
NM,Cuyamungue,CDP,,86.1,13.8,50167,35.870164,-106.0096511
NM,Cuyamungue Grant,CDP,,76.3,29.1,35536,35.870164,-106.0096511
NM,Datil,CDP,,100,13.8,27163,34.1449543,-107.8429625
NM,Deming,city,,66.3,33.1,25844,32.2686981,-107.7586404
NM,Des Moines,village,,88.1,9.8,26250,36.7611356,-103.8341298
NM,Dexter,town,,61.6,23.6,40667,33.197328,-104.3730202
NM,Dixon,CDP,,63.4,32.4,,36.1988885,-105.888532
NM,Do_a Ana,CDP,,76.9,13.3,28996,32.3930808,-106.8157813
NM,Dora,village,,86.8,29.2,61250,33.9386985,-103.3366192
NM,Dulce,CDP,,87,25.6,35833,36.9336211,-106.9989265
NM,Duran,CDP,,100,26.7,-,34.4672934,-105.3969482
NM,Eagle Nest,village,,100,13.3,32656,36.554754,-105.2636179
NM,East Pecos,CDP,,100,21.1,26581,35.5736477,-105.6639049
NM,Edgewood,town,,97.2,7.7,57386,35.0614358,-106.1914141
NM,Edith Endave,CDP,,89.3,27.1,42917,34.5199402,-105.8700901
NM,El Cerro,CDP,,85.1,16.4,58750,34.7270017,-106.7108592
NM,El Cerro Mission,CDP,,60.7,28.2,35901,34.769441,-106.6409198
NM,Eldorado at Santa Fe,CDP,,98.4,8.3,70881,35.5264241,-105.9347424
NM,El Duende,CDP,,65.5,36.5,,36.0741889,-106.120024
NM,Elephant Butte,city,,87.3,10.1,30341,33.1770471,-107.2252675
NM,Elida,town,,67.7,17.9,30714,33.9467526,-103.6566262
NM,El Rancho,CDP,,88.9,10.2,58000,35.889192,-106.0797459
NM,El Rito,CDP,,93,39.9,35938,36.3434814,-106.1890455
NM,El Valle de Arroyo Seco,CDP,,81.2,29.6,47455,35.962802,-106.0294672
NM,Encinal,CDP,,93.7,27,,35.1172631,-107.4647708
NM,Encino,village,,91.7,0,,34.651178,-105.4616722
NM,Ensenada,CDP,,100,0,-,36.7272363,-106.5333673
NM,Escondida,CDP,,100,100,-,34.1,-106.901667
NM,Escudilla Bonita,CDP,,100,0,-,34.1117781,-109.0401964
NM,Espa_ola,city,,77.6,28.8,30257,35.9910383,-106.0818233
NM,Estancia,town,,60.6,41.6,28587,34.7583934,-106.0558506
NM,Eunice,city,,69.8,18.5,70161,32.4373434,-103.1590798
NM,Fairacres,CDP,,80.5,4.3,49125,32.3039821,-106.8466727
NM,Farmington,city,,86.5,16.5,53766,36.7280583,-108.2186856
NM,Faywood,CDP,,31,16.8,17083,32.632229,-107.875397
NM,Fence Lake,CDP,,-,-,-,34.6534543,-108.6776648
NM,Flora Vista,CDP,,78.2,3.4,56623,36.7944478,-108.0803484
NM,Floyd,village,,69.8,20.7,35833,34.2142463,-103.5805147
NM,Folsom,village,,100,24.4,18333,36.8450241,-103.9177446
NM,Fort Sumner,village,,83.9,29.3,26016,34.4717332,-104.2455304
NM,Galisteo,CDP,,100,5.2,,35.3955945,-105.9464093
NM,Gallina,CDP,,57.2,34.7,,36.230271,-106.8057189
NM,Gallup,city,,79.9,25.5,46467,35.5280783,-108.7425843
NM,Garfield,CDP,,100,0,-,32.7570318,-107.264858
NM,Gila,CDP,,85.1,14.8,44306,32.9646574,-108.5775687
NM,Glen Acres,CDP,,67.2,8.3,40938,34.5199402,-105.8700901
NM,Glenwood,CDP,,-,-,-,33.316173,-108.8833714
NM,Glorieta,CDP,,75.1,19.3,,35.5830906,-105.7700174
NM,Golden,CDP,,100,0,-,35.2669859,-106.2139126
NM,Grady,village,,68.3,20.2,30938,34.8214543,-103.3174518
NM,Grants,city,,79.5,24,39014,35.14726,-107.8514466
NM,Grenville,village,,100,0,75000,36.592803,-103.6163447
NM,Hachita,CDP,,77.2,22.8,25774,31.9181501,-108.3203211
NM,Hagerman,town,,73.6,27.2,34412,33.1151077,-104.3269074
NM,Hanover,CDP,,100,38.4,,32.8134085,-108.0911535
NM,Happy Valley,CDP,,66.7,14.3,65156,32.4195614,-104.2846731
NM,Hatch,village,,48.9,36.6,27212,32.6653572,-107.1530744
NM,Hernandez,CDP,,55.2,33.3,35214,36.0628,-106.1194685
NM,Highland Meadows,CDP,,79.3,25.3,23779,34.948634,-107.1606908
NM,High Rolls,CDP,,96.7,14.3,43804,32.950923,-105.8355422
NM,Hillsboro,CDP,,73.6,0,,32.9209072,-107.566974
NM,Hobbs,city,,72.7,16.5,56905,32.7026116,-103.1360403
NM,Holloman AFB,CDP,,99.2,13.8,44797,32.8440404,-106.099291
NM,Homestead,CDP,,100,65.4,-,40.2913841,-96.8357934
NM,Hope,village,,57.7,2,,32.8103854,-104.7327473
NM,Hot Springs Landing,CDP,,67.3,0,-,33.20208,-107.207802
NM,House,village,,84.2,0,,34.6467327,-103.904411
NM,Hurley,town,,87.7,9.3,38274,32.6992442,-108.1319872
NM,Indian Hills,CDP,,87.9,48.6,34167,35.1033056,-106.5105348
NM,Isleta Village Proper,CDP,,75.3,34.6,37500,34.9078296,-106.6930811
NM,Jacona,CDP,,89.3,18.3,54375,35.8905811,-106.0422454
NM,Jaconita,CDP,,91.3,3.4,47396,35.8933976,-106.0282603
NM,Jal,city,,72.6,6.6,51667,32.1131814,-103.1935127
NM,Jarales,CDP,,79.7,6.3,41053,34.6131158,-106.7636377
NM,Jemez Pueblo,CDP,,89.6,26.1,46042,35.6139173,-106.725868
NM,Jemez Springs,village,,98.5,18.4,56786,35.7686356,-106.692258
NM,Keeler Farm,CDP,,74.4,36.1,31538,32.137614,-107.748202
NM,Kingston,CDP,,0,100,-,32.917018,-107.7061436
NM,Kirtland,CDP,,89.1,12.7,61563,36.7341684,-108.3598009
NM,La Cienega,CDP,,86.5,15.6,54545,35.5628113,-106.1308561
NM,La Cueva,CDP,,100,0,88625,35.5911463,-105.7330725
NM,Laguna,CDP,,88.3,34.5,32760,35.0367861,-107.4122348
NM,La Hacienda,CDP,,61.3,5.2,28438,35.0963106,-106.6693637
NM,La Huerta,CDP,,98.2,7.1,84922,32.4540102,-104.2250605
NM,La Jara,CDP,,90.2,18,,36.0877963,-106.9747623
NM,La Joya,CDP,,-,-,-,34.3456394,-106.8456918
NM,Lake Arthur,town,,63.3,12.4,60417,32.9981657,-104.3666291
NM,Lake Roberts,CDP,,-,-,-,33.03011,-108.1604
NM,Lake Roberts Heights,CDP,,100,0,-,34.5199402,-105.8700901
NM,Lake Sumner,CDP,,87.2,35.5,,34.6228421,-104.3766465
NM,Lake Valley,CDP,,51.6,30.9,49167,36.0916798,-108.1572917
NM,La Luz,CDP,,81.5,19,42917,32.9778651,-105.9419335
NM,La Madera,CDP,,100,33.3,-,36.3865541,-106.0410372
NM,La Mesa,CDP,,81.5,24.1,29083,32.1219048,-106.7078788
NM,La Mesilla,CDP,,91.7,11.9,61188,32.2700945,-106.8008376
NM,Lamy,CDP,,98.3,24.7,52639,35.4814259,-105.8797413
NM,La Plata,CDP,,97.1,39.1,,36.928612,-108.1903539
NM,La Puebla,CDP,,75.1,16.3,21325,35.9891906,-105.996411
NM,Las Cruces,city,,85.5,24.4,41330,32.3199396,-106.7636538
NM,Las Maravillas,CDP,,93.7,14.7,57330,34.7236078,-106.6763234
NM,Las Nutrias,CDP,,94.8,0,59524,34.4767305,-106.7705812
NM,Las Palomas,CDP,,89.1,0,,33.062571,-107.2983605
NM,Las Vegas,city,,76.4,35.3,23904,35.5942137,-105.2227978
NM,La Union,CDP,,68.7,42.7,37337,31.9506578,-106.6616595
NM,La Villita,CDP,,79.1,19.1,38774,36.1033558,-106.0480783
NM,Lee Acres,CDP,,72.3,23.1,39878,36.698894,-108.0367354
NM,Lemitar,CDP,,74.5,36,,34.1596096,-106.9100192
NM,Livingston Wheeler,CDP,,68.9,2.5,79554,34.5199402,-105.8700901
NM,Llano del Medio,CDP,,51,32.7,,35.188831,-105.112297
NM,Loco Hills,CDP,,0,0,-,32.8182868,-103.9804377
NM,Logan,village,,90.3,14.5,35294,35.3653289,-103.4107913
NM,Lordsburg,city,,71.2,27.6,31290,32.3503605,-108.7086649
NM,Los Alamos,CDP,,97.2,6.6,98458,35.8800364,-106.3031138
NM,Los Cerrillos,CDP,,83,6.7,45313,35.4375198,-106.1245907
NM,Los Chaves,CDP,,85.3,24,52409,34.736851,-106.7554819
NM,Los Luceros,CDP,,100,0,41775,36.1097448,-106.0469671
NM,Los Lunas,village,,87.7,16.4,52166,34.806166,-106.7333599
NM,Los Ojos,CDP,,91.2,8.8,,36.7290029,-106.570561
NM,Los Ranchos de Albuquerque,village,,94.3,13.4,62367,35.1619885,-106.6428038
NM,Loving,village,,69.5,20,34519,32.2862317,-104.095773
NM,Lovington,city,,64.5,19.7,51450,32.9440077,-103.3485543
NM,Lower Frisco,CDP,,-,-,-,33.8333867,-108.800622
NM,Luis Lopez,CDP,,100,0,26066,33.9889548,-106.8853041
NM,Lumberton,CDP,,86.4,7,-,36.9300106,-106.936982
NM,Luna,CDP,,100,6.2,,33.8189419,-108.9545153
NM,Lyden,CDP,,100,0,,36.1461339,-106.0055774
NM,McCartys Village,CDP,,68.6,34.1,,35.0628191,-107.6694974
NM,McIntosh,CDP,,88.1,38.6,40060,34.8644992,-106.0516918
NM,Madrid,CDP,,100,21.9,28250,35.4067047,-106.1525226
NM,Madrone,CDP,,55.3,29.6,26250,34.5939498,-106.7330813
NM,Magdalena,village,,85.8,10.1,25735,34.1167305,-107.2439251
NM,Malaga,CDP,,54.5,16.7,23182,32.2246101,-104.0715779
NM,Manzano,CDP,,100,0,-,34.6467267,-106.3450191
NM,Manzano Springs,CDP,,97.5,18.8,,34.9452559,-106.2433886
NM,Maxwell,village,,75.7,27.7,19250,36.5400319,-104.5433229
NM,Mayhill,CDP,,100,0.9,-,32.8895419,-105.4780381
NM,Meadow Lake,CDP,,66.8,41.9,24076,34.8014442,-106.543633
NM,Melrose,village,,91.3,18.3,35096,34.4303525,-103.63246
NM,Mescalero,CDP,,79.4,43.7,31393,33.1575854,-105.7741541
NM,Mesilla,town,,90.9,20.9,46000,32.2700945,-106.8008376
NM,Mesita,CDP,,93.4,40,40625,35.018378,-107.312821
NM,Mesquite,CDP,,64.6,25,,32.1645415,-106.6966649
NM,Middle Frisco,CDP,,93.5,0,50250,34.5199402,-105.8700901
NM,Midway,CDP,,64.9,42.8,27371,33.29472,-104.45
NM,Milan,village,,65.7,36.3,30179,35.1697592,-107.890892
NM,Mimbres,CDP,,98.7,9.5,,32.8561861,-107.9797612
NM,Monterey Park,CDP,,33.4,74.4,15806,35.2126692,-106.6932433
NM,Monument,CDP,,70.4,0,,32.6240696,-103.2650604
NM,Moquino,CDP,,-,-,-,35.171539,-107.3687209
NM,Mora,CDP,,94.1,6,23193,35.9742227,-105.3300057
NM,Moriarty,city,,82,25.4,29144,34.9900503,-106.0491893
NM,Morningside,CDP,,38,8,70604,32.3569127,-106.7527629
NM,Mosquero,village,,83.3,5.8,36250,35.7769836,-103.9566375
NM,Mountainair,town,,79.4,52.6,22500,34.5203411,-106.241127
NM,Mountain View,CDP,,55.7,0,,34.9992044,-108.4111819
NM,Nadine,CDP,,84.5,5.2,86250,32.62389,-103.12694
NM,Nageezi,CDP,,59.6,68.9,13973,36.2666791,-107.7420022
NM,Nakaibito,CDP,,75.5,30.7,36250,35.7927939,-108.8270322
NM,Nambe,CDP,,88.2,17.5,47266,35.8933592,-105.9825221
NM,Napi Headquarters,CDP,,69.1,33.1,29643,36.6471534,-108.2199588
NM,Nara Visa,CDP,,100,0,45804,35.6065517,-103.1001067
NM,Naschitti,CDP,,86.3,33.6,36250,36.0650107,-108.6820295
NM,Navajo,CDP,,73.9,62.9,19118,35.9000121,-109.0339832
NM,Navajo Dam,CDP,,87.5,0,66216,36.8002832,-107.6125543
NM,Nenahnezad,CDP,,85.7,23.8,34167,36.7361125,-108.4181359
NM,Newcomb,CDP,,85.6,22.6,33750,36.2847285,-108.7059207
NM,Newkirk,CDP,,-,-,-,35.0683903,-104.2646989
NM,Nogal,CDP,,100,38.4,,33.5581325,-105.7077626
NM,North Acomita Village,CDP,,76.5,21.2,37604,35.0633752,-107.5658838
NM,North Hobbs,CDP,,83.2,3.6,78333,32.7026116,-103.1360403
NM,North Hurley,CDP,,95.1,16.9,30278,32.7228547,-108.132543
NM,North Light Plant,CDP,,70.1,52.8,20352,36.8995323,-108.0783888
NM,North San Ysidro,CDP,,69.7,0,-,35.4692074,-105.5536252
NM,North Valley,CDP,,86.6,21,45291,35.1733771,-106.6233591
NM,Oasis,CDP,,68.1,20.4,,32.9245167,-107.3172468
NM,Ohkay Owingeh,CDP,,88.1,23.8,37656,36.0528006,-106.0705788
NM,Ojo Amarillo,CDP,,85.5,46.1,21364,36.6933355,-108.3692454
NM,Organ,CDP,,84.5,42.3,,32.4257966,-106.6013218
NM,Orogrande,CDP,,50,0,50000,32.3767862,-106.0920105
NM,Paguate,CDP,,94.1,19.8,23929,35.1386519,-107.3789354
NM,Pajarito Mesa,CDP,,80.5,76.6,14836,35.8508581,-106.2939162
NM,Paradise Hills,CDP,,94.3,12.1,68148,35.2005982,-106.7011388
NM,Paraje,CDP,,88.5,35.2,28523,35.0553205,-107.4756036
NM,Pastura,CDP,,100,0,-,34.7828401,-104.9447168
NM,Peak Place,CDP,,58,35.2,33214,35.7823949,-105.9440515
NM,Pecan Park,CDP,,100,69.7,-,32.2113453,-106.7141807
NM,Pecos,village,,80.9,33.9,19504,35.5742031,-105.675016
NM,Pe_a Blanca,CDP,,75.4,25.7,48015,35.5707835,-106.3378843
NM,Pe_asco,CDP,,81.3,28.1,30833,36.1704802,-105.6874664
NM,Peralta,town,,82.4,16.1,49877,34.8369984,-106.690581
NM,Picuris Pueblo,CDP,,69.6,22.4,19375,36.2018955,-105.7131132
NM,Pie Town,CDP,,100,13,26314,34.2983884,-108.1347836
NM,Pinehill,CDP,,75.7,14.8,33333,35.0026856,-108.4031175
NM,Pinon,CDP,,0,100,-,32.6179759,-105.3943498
NM,Pinos Altos,CDP,,100,11.5,,32.8634067,-108.2214362
NM,Placitas,CDP,Do_a Ana,15.3,79.2,15568,32.6650793,-107.1686304
NM,Placitas,CDP,Sandoval,98.2,6.7,76992,35.3069845,-106.4247468
NM,Playas,CDP,,100,63.6,,31.9167598,-108.5336597
NM,Pleasanton,CDP,,87.5,0,92750,33.2722858,-108.8728402
NM,Pojoaque,CDP,,84.7,14.9,49250,35.8928034,-106.0230784
NM,Polvadera,CDP,,87.6,34.2,13325,34.2047888,-106.9216958
NM,Ponderosa,CDP,,82.1,8.2,41875,35.6600275,-106.6675339
NM,Ponderosa Pine,CDP,,97.4,6.8,56250,34.9715101,-106.3257768
NM,Portales,city,,82.9,29.1,32758,34.1861922,-103.3343978
NM,Pueblito,CDP,,84,20.5,32917,36.0747448,-106.0772455
NM,Pueblitos,CDP,,79.8,27.3,37750,34.6231156,-106.7778047
NM,Pueblo,CDP,,100,0,-,35.331001,-105.43164
NM,Pueblo of Sandia Village,CDP,,95.4,28.2,40000,35.2550415,-106.573081
NM,Pueblo Pintado,CDP,,84.5,23.1,,35.9515001,-107.627451
NM,Puerto de Luna,CDP,,81.8,0,34063,34.8320053,-104.6213767
NM,Pulpotio Bareas,CDP,,100,16.6,-,34.5199402,-105.8700901
NM,Quemado,CDP,,100,70.8,-,34.3418337,-108.4936332
NM,Questa,village,,82.6,29.5,26761,36.7039143,-105.5950065
NM,Radium Springs,CDP,,77.7,24.6,56506,32.4928349,-106.9106762
NM,Ramah,CDP,,78.2,11.5,64250,35.1330889,-108.491741
NM,Rancho Grande,CDP,,100,0,51696,32.9463501,-103.3500924
NM,Ranchos de Taos,CDP,,74.6,23.2,35293,36.3586367,-105.6094566
NM,Raton,city,,84.5,18.3,30803,36.9033581,-104.4391532
NM,Red River,town,,99.2,16.2,34643,36.7080849,-105.4061159
NM,Regina,CDP,,100,100,-,36.1841855,-106.9567082
NM,Reserve,village,,80.9,39.9,31389,33.7131104,-108.7578411
NM,Ribera,CDP,,83.7,53.1,28004,35.3736553,-105.4486228
NM,Rincon,CDP,,0,100,-,32.6728583,-107.064739
NM,Rio Communities,CDP,,92.1,13.4,38633,34.6458473,-106.7175669
NM,Rio en Medio,CDP,,72.2,19.9,,35.8250279,-105.9036318
NM,Rio Lucio,CDP,,85.6,13.8,42500,36.1955802,-105.725571
NM,Rio Rancho,city,,93,11.4,60893,35.2327544,-106.6630437
NM,Rivers,CDP,,-,-,-,36.1863038,-106.217015
NM,Rock Springs,CDP,,88.1,55.4,28750,35.6094648,-108.8292535
NM,Rodeo,CDP,,87.2,37.9,10655,31.8353718,-109.0311699
NM,Rodey,CDP,,26.4,72.2,16023,32.6567467,-107.1358517
NM,Rosedale,CDP,,94.8,13.9,,33.8089521,-107.4064251
NM,Roswell,city,,80.3,22.1,39975,33.3942655,-104.5230242
NM,Rowe,CDP,,96.3,27.4,46250,35.4917053,-105.6752935
NM,Roy,village,,82.1,22.1,27500,35.9439243,-104.1960888
NM,Ruidoso,village,,92.4,12.1,42098,33.3672525,-105.6588485
NM,Ruidoso Downs,city,,68.1,32.1,25653,33.3289733,-105.6044291
NM,Sacramento,CDP,,61.5,47.8,-,32.8010913,-105.6133961
NM,Salem,CDP,,17.1,37.4,,32.7127488,-107.2045841
NM,San Acacia,CDP,,81.3,0,-,34.2553446,-106.8994726
NM,San Antonio,CDP,,100,0,-,33.9178438,-106.8658586
NM,San Antonito,CDP,Bernalillo,98.7,2.3,81778,35.1630999,-106.3475243
NM,San Antonito,CDP,Socorro,100,0,70221,33.888889,-106.873642
NM,San Cristobal,CDP,,72.9,15.6,,36.596413,-105.6394538
NM,Sandia Heights,CDP,,99.3,3.2,102537,35.1769887,-106.4914122
NM,Sandia Knolls,CDP,,99.3,11.6,71779,35.1639331,-106.3114135
NM,Sandia Park,CDP,,100,38.1,53906,35.1681798,-106.3664171
NM,San Felipe Pueblo,CDP,,72.8,34.6,48550,35.4339248,-106.4466927
NM,San Fidel,CDP,,8.3,43.6,-,35.0822634,-107.5992181
NM,San Ildefonso Pueblo,CDP,,87.1,17.9,40938,35.8919694,-106.1183576
NM,San Jon,village,,69.6,32,32500,35.1075585,-103.328565
NM,San Jose,CDP,Rio Arriba,73.8,16.1,33333,36.043446,-106.103996
NM,San Jose,CDP,San Miguel,68.8,0,48750,35.3972656,-105.4750124
NM,San Lorenzo,CDP,,100,0,-,32.810076,-107.9200368
NM,San Luis,CDP,,27.6,72.4,-,35.681816,-107.050629
NM,San Mateo,CDP,,100,6.3,48590,35.3314225,-107.6431104
NM,San Miguel,CDP,,66.1,39.7,35669,32.1553751,-106.7349993
NM,Sanostee,CDP,,67.7,43.2,20125,36.4247253,-108.8742586
NM,San Pablo,CDP,,76.2,15.8,47550,32.24944,-106.77222
NM,San Pedro,CDP,,100,0,59787,35.9853013,-106.0644677
NM,San Rafael,CDP,,81.1,2.3,69103,35.1125344,-107.8826751
NM,Santa Ana Pueblo,CDP,,93.6,14.9,46458,35.3399846,-106.5225295
NM,Santa Clara,village,,72.8,31.8,21724,32.778651,-108.153234
NM,Santa Clara Pueblo,CDP,,89.1,27.8,35417,35.9745464,-106.0904721
NM,Santa Cruz,CDP,,69,57.3,14167,35.9922457,-106.0472452
NM,Santa Fe,city,,85.7,17.6,50737,35.6869752,-105.937799
NM,Santa Rosa,city,,75.2,19.2,30563,34.93867,-104.6824892
NM,Santa Teresa,CDP,,80.8,30.9,42978,31.8559384,-106.6391577
NM,Santo Domingo Pueblo,CDP,,71.3,39.6,33194,35.5147562,-106.3658588
NM,San Ysidro,CDP,,59.5,38.9,31458,35.563363,-106.7705907
NM,San Ysidro,village,,82.4,23.2,23438,35.563363,-106.7705907
NM,Sausal,CDP,,82,36.1,34853,33.9179656,-118.41617
NM,Seama,CDP,,97.2,18.3,24722,35.039765,-107.5247714
NM,Seboyeta,CDP,,100,11.1,-,35.2011501,-107.3892143
NM,Sedillo,CDP,,98.9,12.5,78250,35.099768,-106.2955808
NM,Sena,CDP,,64.8,24.2,,35.2983798,-105.3927876
NM,Sheep Springs,CDP,,82.9,38.6,18125,36.1530518,-108.6947617
NM,Shiprock,CDP,,85,34.2,32324,36.7855543,-108.6870322
NM,Silver City,town,,81.9,28,36227,32.770075,-108.280326
NM,Skyline-Ganipa,CDP,,88.2,35.1,34028,35.040642,-107.6156133
NM,Socorro,city,,72.1,30.2,33359,34.0583995,-106.8914159
NM,Soham,CDP,,54.3,14.1,,35.4155984,-105.4941797
NM,Sombrillo,CDP,,96.6,12.1,,35.9800238,-106.0400228
NM,South Acomita Village,CDP,,90.2,18.1,,35.0633752,-107.5658838
NM,South Valley,CDP,,70.8,29.4,34357,35.0100487,-106.6780809
NM,Spencerville,CDP,,77.9,11.4,51397,36.82,-108.0575
NM,Springer,town,,93.2,29.8,31250,36.3611445,-104.5952668
NM,Sunland Park,city,,54.4,37.1,28047,31.796496,-106.5799891
NM,Sunshine,CDP,,100,6.5,,36.8439115,-105.6400084
NM,Tajique,CDP,,0,100,-,34.751724,-106.2877984
NM,Talpa,CDP,,94.6,49.1,26500,36.3414148,-105.5969565
NM,Taos,town,,88.5,21.8,31112,36.4072485,-105.5730665
NM,Taos Pueblo,CDP,,92.6,21.2,29716,36.438638,-105.5444545
NM,Taos Ski Valley,village,,98.8,33.9,,36.5959999,-105.4545
NM,Tatum,town,,65.9,21.7,45313,33.2570566,-103.317728
NM,Tecolote,CDP,,23.3,79.2,9110,35.46028,-105.28
NM,Tecolotito,CDP,,15.5,92.7,,35.233162,-105.160484
NM,Tesuque,CDP,,94.4,14,67083,35.7616955,-105.9325214
NM,Tesuque Pueblo,CDP,,76.5,19.6,40000,35.7616955,-105.9325214
NM,Texico,city,,70.4,30.9,32188,34.3886868,-103.0513351
NM,Thoreau,CDP,,74.6,33.6,21389,35.4025272,-108.2234015
NM,Tierra Amarilla,CDP,,82.7,15.9,,36.698669,-106.5518824
NM,Tijeras,village,,89.1,7,72031,35.0795244,-106.3878905
NM,Timberon,CDP,,89.6,51.8,,32.6209314,-105.6941444
NM,Tohatchi,CDP,,80.7,17.5,39375,35.8589039,-108.7614749
NM,Tome,CDP,,91.3,26.3,31685,34.7482495,-106.7259305
NM,Torreon,CDP,Sandoval,68.7,60.2,21667,35.797351,-107.2075388
NM,Torreon,CDP,Torrance,100,52.2,,34.7222803,-106.2986314
NM,Trout Valley,CDP,,-,-,-,42.2077947,-88.2412946
NM,Truchas,CDP,,94.4,3.9,51964,36.0441834,-105.8127561
NM,Truth or Consequences,city,,82.2,25.9,26877,33.1284047,-107.2528069
NM,Tse Bonito,CDP,,95.8,9.7,,35.6566848,-109.0412036
NM,Tucumcari,city,,81.3,22.8,24891,35.171723,-103.7249662
NM,Tularosa,village,,81.7,16.2,30000,33.073973,-106.0186025
NM,Twin Forks,CDP,,100,0,,32.9470249,-105.626804
NM,Twin Lakes,CDP,,78.1,51.5,16563,35.7091851,-108.7748082
NM,Tyrone,CDP,,90,16.3,41131,32.7097986,-108.3019925
NM,University Park,CDP,,100,70.8,12344,32.2834278,-106.7533362
NM,Upper Fruitland,CDP,,77.8,27.4,45962,36.7158355,-108.3142439
NM,Ute Park,CDP,,100,69,,36.5578224,-105.1140041
NM,Vadito,CDP,,80.6,33.2,27083,36.1911366,-105.6708481
NM,Vado,CDP,,51.3,53.1,24938,32.1117649,-106.6624959
NM,Valencia,CDP,,80.5,32.1,33106,34.6743674,-106.6291304
NM,Vaughn,town,,81.5,14.6,31406,34.6017346,-105.2083337
NM,Veguita,CDP,,100,0,38088,34.516174,-106.7672484
NM,Velarde,CDP,,100,12.7,,36.1672917,-105.9676136
NM,Ventura,CDP,,72.4,25.7,29281,35.1734685,-106.5429747
NM,Villanueva,CDP,,70.5,49.6,,35.266753,-105.3613399
NM,Virden,village,,91.4,0,39375,32.6870176,-109.0020052
NM,Wagon Mound,village,,68.5,32.5,26429,36.0089252,-104.7066582
NM,Waterflow,CDP,,86.6,17.4,61250,36.760157,-108.4942722
NM,Watrous,CDP,,-,-,-,35.79065,-104.9818483
NM,Weed,CDP,,67.4,0,-,32.8021809,-105.517031
NM,West Hammond,CDP,,86.3,5.1,58990,36.676127,-108.045513
NM,White Rock,CDP,,98.2,2.6,107688,35.8275257,-106.2039145
NM,White Sands,CDP,,99.6,6.8,45046,32.3823687,-106.4906526
NM,Whites City,CDP,,100,0,-,32.1756724,-104.3766136
NM,White Signal,CDP,,98,4.3,63788,32.555321,-108.365402
NM,Willard,village,,76.3,33.5,20625,34.5958972,-106.0336253
NM,Williamsburg,village,,91.7,39.1,22000,33.1161825,-107.2933624
NM,Windmill,CDP,,100,33.3,,31.97778,-108.62444
NM,Winston,CDP,,55,0,-,33.34638,-107.6478894
NM,Yah-ta-hey,CDP,,83.2,44.4,,35.6280758,-108.7803635
NM,Young Place,CDP,,100,25,,35.2694886,-105.7619614
NM,Youngsville,CDP,,51.7,48.3,21250,36.1878577,-106.5576829
NM,Zia Pueblo,CDP,,84.5,25.4,40000,35.5069758,-106.720311
NM,Zuni Pueblo,CDP,,72.4,37.5,35752,35.0694767,-108.8484168
NY,Accord,CDP,,93,6,112083,41.7856489,-74.2290366
NY,Adams,village,,91.4,18,40341,43.8092321,-76.0240892
NY,Adams Center,CDP,,88.7,14,33849,43.8600635,-76.0054785
NY,Addison,village,,92.6,13.5,49821,42.1028514,-77.2335879
NY,Afton,village,,85.3,18.4,41042,42.228136,-75.5265715
NY,Airmont,village,,89,8.4,91458,41.1009293,-74.1162544
NY,Akron,village,,93.7,4.9,47311,43.0208924,-78.4953015
NY,Albany,city,,89.6,26.8,40949,42.6525793,-73.7562317
NY,Albertson,CDP,,93.1,2.8,108750,40.7734341,-73.6431844
NY,Albion,village,,75.2,29.7,24205,43.2464477,-78.1936319
NY,Alden,village,,96.2,11.2,52005,42.9000596,-78.4919671
NY,Alexander,village,,94.5,6.7,56250,42.9011711,-78.2566834
NY,Alexandria Bay,village,,86.6,17.8,40156,44.3358836,-75.9177309
NY,Alfred,village,,99.4,40.5,25469,42.2542366,-77.7905509
NY,Allegany,village,,98.1,26.9,48750,42.0900647,-78.4941887
NY,Almond,village,,95.8,20.7,48864,42.3274389,-77.7909776
